Series Title,Year Released,Content Rating,IMDB Rating,R Rating,Genre,No of Seasons,Streaming Platform
Marvel's Ultimate Spider-Man,2012,7+,7.1,66,"Action & Adventure, Animation",4,Disney+
The Adventures of Jimmy Neutron: Boy Genius,2002,All Ages,6.7,66,"Action & Adventure, Animation",3,Hulu
The Twilight Zone,2019,18+,5.8,66,"Science-Fiction, Drama",2,CBS All Access
Getting On,2013,18+,7.8,66,"Comedy, Drama",3,Multiple Streaming Platforms
Keeping Up Appearances,1990,7+,7.8,66,"Comedy, 1990",6,BritBox
Lady Dynamite,2016,16+,7.4,66,"Comedy, Drama",2,Netflix
Puella Magi Madoka Magica,2011,16+,8.3,66,"Animation, Anime",1,Multiple Streaming Platforms
Co-Ed Confidential,2007,18+,6.4,65,"Comedy, Drama",4,Cinemax
seaQuest DSV,1993,7+,6.7,65,"Action & Adventure, Drama",3,Free Services
"Pablo Escobar, The Drug Lord",2012,18+,8.5,65,"Crime, Drama",4,Netflix
National Treasure,2016,16+,7.4,65,"Drama, Stand-up & Talk",2,Hulu
Rotten,2018,18+,7.2,65,"Documentary, Food",2,Netflix
R. L. Stine's The Haunting Hour,2010,7+,7.9,65,"Children, Drama",5,Hoopla
Wipeout,2008,7+,6.5,65,"Comedy, Game Show",7,Unknown
The Smurfs,1981,All Ages,7.2,65,"Animation, Children",12,HBO MAX
Primeval,2007,16+,7.3,65,"Action & Adventure, Fantasy",5,Multiple Streaming Platforms
Occupied,2015,16+,7.7,65,"Drama, Thriller",3,Netflix
Kroll Show,2013,16+,6.8,65,"Comedy, 2013",3,Multiple Streaming Platforms
Now Apocalypse,2019,18+,6.2,65,"Comedy, Fantasy",1,Starz
A Gifted Man,2011,7+,7,65,"Drama, Fantasy",1,Prime Video
Fantasy Island,1977,All Ages,6.5,65,"Drama, Action & Adventure",7,Free Services
Generator Rex,2010,7+,7.5,65,"Animation, Science-Fiction",3,Unknown
Vampire Knight,2008,16+,7.4,65,"Animation, Fantasy",2,Multiple Streaming Platforms
RuPaul's Drag Race UK,2019,16+,8.3,65,"Game Show, Reality",1,Multiple Streaming Platforms
Foster's Home for Imaginary Friends,2004,7+,7.6,65,"Animation, Children",6,Multiple Streaming Platforms
Paradise PD,2018,18+,6.9,65,"Animation, Comedy",2,Netflix
Mister Rogers' Neighborhood,1968,All Ages,8.6,65,"Children, Family",54,Multiple Streaming Platforms
Code Black,2015,16+,8.1,65,"Drama, 2015",3,Unknown
Life's Too Short,2011,16+,7.5,65,"Comedy, Documentary",1,Multiple Streaming Platforms
WKRP in Cincinnati,1978,7+,7.9,65,"Comedy, 1978",4,Unknown
The Unusuals,2009,16+,7.9,65,"Comedy, Drama",1,Free Services
Rocket Power,1999,All Ages,6.8,65,"Animation, Family",4,Unknown
Perpetual Grace LTD,2019,18+,7.5,65,"Comedy, Crime",1,Epix
The Whispers,2015,16+,7.2,65,"Drama, Mystery",1,Unknown
McLeod's Daughters,2001,16+,7.2,65,"Drama, Romance",8,Multiple Streaming Platforms
Snow White with the Red Hair,2015,16+,7.8,65,"Animation, Anime",2,Multiple Streaming Platforms
Survivorman,2004,7+,8.2,65,"Action & Adventure, Reality",9,Multiple Streaming Platforms
Believe,2014,16+,7.1,65,"Action & Adventure, Drama",1,Unknown
The Curious Creations of Christine McConnell,2018,7+,7.7,65,"Comedy, Fantasy",1,Netflix
Ground Floor,2013,16+,7.3,65,"Comedy, 2013",2,Unknown
Rocko's Modern Life,1993,7+,7.9,65,"Animation, Children",4,Unknown
The Hitchhiker's Guide to the Galaxy,1981,7+,8,65,"Comedy, Science-Fiction",1,Multiple Streaming Platforms
Frozen Planet,2011,All Ages,9,65,"Documentary, 2011",1,Unknown
Golden Life,2015,18+,8.8,65,"Drama, Action & Adventure",3,Multiple Streaming Platforms
The Muppets,2015,7+,7.4,65,"Comedy, Family",1,Disney+
Coach,1989,7+,6.9,65,"Comedy, Sport",9,Free Services
Dare Me,2019,18+,6.7,65,"Drama, Mystery",1,Multiple Streaming Platforms
The Good Guys,2010,16+,8.1,65,"Action & Adventure, Comedy",1,Unknown
Project Runway,2004,16+,7.3,65,"Reality, Game Show",18,Multiple Streaming Platforms
The Increasingly Poor Decisions of Todd Margaret,2010,18+,7.6,65,"Comedy, 2010",3,Unknown
Mission: Impossible,1966,7+,7.6,65,"Action & Adventure, Thriller",7,Multiple Streaming Platforms
Young Wallander,2020,18+,6.7,65,"Crime, Drama",1,Netflix
The Vicar of Dibley,1994,16+,8,65,"Comedy, 1994",5,BritBox
The Devil Is a Part-Timer!,2013,16+,7.7,65,"Animation, Anime",1,Multiple Streaming Platforms
American Odyssey,2015,16+,7.3,65,"Drama, Mystery",1,Netflix
Catfish: The TV Show,2012,16+,7.1,65,"Reality, 2012",9,Multiple Streaming Platforms
Hand of God,2014,7+,7.5,65,"Drama, Crime",2,Prime Video
Shin Chan,1992,7+,7.9,65,"Animation, Anime",29,Unknown
Mr. Pickles,2014,18+,7.4,65,"Animation, Comedy",4,Multiple Streaming Platforms
Da Ali G Show,2000,18+,7.9,65,"Comedy, 2000",3,Unknown
Good Eats,1999,All Ages,8.9,65,"Food, Documentary",16,Multiple Streaming Platforms
Kojak,1973,16+,7.1,65,"Action & Adventure, Drama",6,Hulu
Star Trek: Lower Decks,2020,16+,5.8,65,"Animation, Comedy",1,CBS All Access
Robin Hood,2006,16+,7.5,65,"Action & Adventure, Drama",3,Multiple Streaming Platforms
Fate/stay night,2006,18+,7.4,65,"Action & Adventure, Animation",3,Multiple Streaming Platforms
Japan Sinks: 2020,2020,18+,6.5,65,"Animation, Anime",1,Netflix
Hot Girls Wanted: Turned On,2017,18+,6.7,65,"Documentary, 2017",1,Netflix
Doug,1991,All Ages,7.4,65,"Animation, Children",8,Multiple Streaming Platforms
Privileged,2008,All Ages,6.8,65,"Drama, Comedy",1,Free Services
Dynasty,1981,7+,6.2,65,"Drama, Romance",10,Free Services
Sweetbitter,2018,18+,7,65,"Drama, 2018",2,Starz
Coroner,2019,18+,6.7,65,"Crime, Drama",2,Multiple Streaming Platforms
LEGO Masters,2020,7+,7.3,65,"Documentary, Game Show",1,Multiple Streaming Platforms
Hercules: The Legendary Journeys,1995,7+,6.5,65,"Action & Adventure, Drama",6,Unknown
Hot in Cleveland,2010,7+,7.2,65,"Comedy, 2010",6,Multiple Streaming Platforms
He-Man and the Masters of the Universe,1983,7+,7.5,65,"Action & Adventure, Animation",2,Multiple Streaming Platforms
Vegas,2012,7+,7.3,65,"Drama, Action & Adventure",1,Unknown
Durarara!!,2010,16+,7.9,65,"Animation, Anime",3,Multiple Streaming Platforms
Light as a Feather,2018,16+,6.6,65,"Thriller, Drama",2,Hulu
The Fades,2011,18+,7.8,65,"Drama, Fantasy",1,Multiple Streaming Platforms
Arthur,1996,7+,7.3,65,"Animation, Children",23,Multiple Streaming Platforms
Good Trouble,2019,16+,7.4,65,"Drama, Romance",2,Multiple Streaming Platforms
Star Blazers,1979,7+,8.3,65,"Animation, Science-Fiction",4,Free Services
Lupin the Third,1971,16+,7.9,65,"Animation, Anime",5,Multiple Streaming Platforms
Cold Feet,1998,7+,8.2,65,"Comedy, Drama",9,Multiple Streaming Platforms
The Story of God with Morgan Freeman,2016,16+,7.9,65,"Action & Adventure, History",3,Multiple Streaming Platforms
"Roswell, New Mexico",2019,16+,6.2,65,"Drama, Mystery",2,Multiple Streaming Platforms
It's Bruno!,2019,7+,7.5,65,"Comedy, 2019",1,Netflix
Little Women,2017,7+,7.2,65,"Drama, 2017",1,Prime Video
Knights of Sidonia,2014,18+,7.8,65,"Action & Adventure, Anime",2,Netflix
Home Movies,1999,7+,8.1,65,"Animation, Comedy",4,Multiple Streaming Platforms
The Mist,2017,18+,5.4,65,"Mystery, Drama",1,Netflix
The Jetsons,1962,All Ages,7,65,"Animation, Children",3,HBO MAX
Station 19,2018,16+,6.5,65,"Drama, Action & Adventure",3,Multiple Streaming Platforms
The Graham Norton Show,2007,18+,8.4,65,"Comedy, Musical",27,Multiple Streaming Platforms
The Rise of Phoenixes,2018,7+,8.6,65,"Romance, Drama",1,Netflix
Wild 'n Out,2005,16+,6.4,65,"Comedy, 2005",15,Multiple Streaming Platforms
Offspring,2010,16+,8.3,65,"Drama, Comedy",7,Multiple Streaming Platforms
Playing House,2014,16+,7.7,65,"Comedy, 2014",3,Multiple Streaming Platforms
Dorohedoro,2020,18+,8.1,65,"Animation, Anime",1,Netflix
Go On,2012,7+,7.5,65,"Comedy, Documentary",1,Free Services
At Home with Amy Sedaris,2017,18+,7.6,65,"Comedy, Home & Garden",3,Multiple Streaming Platforms
Baseball,1994,16+,9.2,65,"Documentary, Sport",2,Free Services
From the Earth to the Moon,1998,7+,8.6,65,"Action & Adventure, Drama",1,Multiple Streaming Platforms
W/ Bob & David,2015,18+,7.4,65,"Comedy, 2015",1,Netflix
Forged in Fire,2015,7+,8.4,65,"Reality, Game Show",7,Multiple Streaming Platforms
Golden Time,2013,16+,7.5,65,"Drama, Comedy",1,Multiple Streaming Platforms
Teasing Master Takagi-san,2018,7+,7.5,65,"Animation, Comedy",2,Multiple Streaming Platforms
Medium,2005,16+,6.9,65,"Drama, Fantasy",7,Multiple Streaming Platforms
Wolfblood,2013,7+,7.7,65,"Children, Fantasy",5,Multiple Streaming Platforms
Greenleaf,2016,18+,7.3,65,"Drama, Family",5,Multiple Streaming Platforms
Family Matters,1989,All Ages,6.6,65,"Comedy, Action & Adventure",9,Hulu
Looney Tunes Cartoons,2020,7+,8.2,65,"Animation, Action & Adventure",1,HBO MAX
Flack,2019,16+,6.9,65,"Comedy, Drama",2,Multiple Streaming Platforms
High Seas,2019,16+,6.8,65,"Crime, Drama",3,Netflix
Degrassi,2001,16+,7.3,65,"Drama, Romance",14,Free Services
Little Things,2016,18+,8.2,65,"Drama, Comedy",3,Netflix
Kenan & Kel,1996,7+,7.8,65,"Comedy, Family",4,Hoopla
Dance Academy,2010,16+,8.1,65,"Drama, Family",3,Multiple Streaming Platforms
Wheeler Dealers,2003,7+,8.2,65,"Documentary, 2003",22,fuboTV
General Hospital,1963,16+,6.5,65,"Crime, Drama",31,Multiple Streaming Platforms
The Outer Limits,1963,7+,8.2,65,"Drama, Science-Fiction",7,Unknown
America's Got Talent,2006,7+,5.8,65,"Reality, Family",15,Multiple Streaming Platforms
Being Erica,2009,16+,7.5,65,"Comedy, Drama",4,Multiple Streaming Platforms
Upstart Crow,2016,7+,7.5,65,"Comedy, History",3,BritBox
Danger 5,2012,18+,8.4,65,"Comedy, Action & Adventure",2,Free Services
Kolchak: The Night Stalker,1974,7+,8.5,65,"Drama, Science-Fiction",1,Free Services
Blue Exorcist,2011,16+,7.4,65,"Animation, Anime",2,Multiple Streaming Platforms
Lincoln Rhyme: Hunt for the Bone Collector,2020,16+,6.9,65,"Drama, Crime",1,Multiple Streaming Platforms
"Love, Chunibyo & Other Delusions",2012,16+,7.4,65,"Animation, Anime",2,Multiple Streaming Platforms
Gentefied,2020,16+,7.4,65,"Comedy, Drama",1,Netflix
Dragon Tales,1999,All Ages,6.4,65,"Animation, Comedy",3,Free Services
Constantine: City of Demons,2018,18+,7.6,65,"Animation, Fantasy",1,Free Services
Bungo Stray Dogs,2016,18+,7.6,65,"Action & Adventure, Anime",3,Multiple Streaming Platforms
The Woods,2020,18+,6.5,65,"Crime, Drama",1,Netflix
Flaked,2016,18+,7.2,65,"Drama, Comedy",2,Netflix
"Walker, Texas Ranger",1993,16+,5.5,65,"Drama, Action & Adventure",9,Free Services
Kimi ni Todoke: From Me to You,2009,7+,7.8,65,"Animation, Comedy",2,Multiple Streaming Platforms
The Tonight Show Starring Jimmy Fallon,2014,16+,7.3,65,"Comedy, Musical",7,Multiple Streaming Platforms
Indian Summers,2015,18+,7.2,65,"Drama, Romance",2,Prime Video
Squidbillies,2004,16+,6.5,65,"Comedy, Animation",12,Multiple Streaming Platforms
The Six Million Dollar Man,1974,7+,7.1,65,"Action & Adventure, Drama",6,Free Services
Craig of the Creek,2018,7+,7.4,65,"Animation, Comedy",4,Multiple Streaming Platforms
Mike Judge Presents: Tales From the Tour Bus,2017,18+,8.5,65,"Documentary, Animation",2,Cinemax
Citrus,2018,18+,6.2,65,"Romance, Anime",1,Multiple Streaming Platforms
Lucky Louie,2006,18+,7.9,65,"Comedy, 2006",1,Unknown
Homicide Hunter: Lt Joe Kenda,2011,16+,8.8,65,"Crime, Documentary",9,Multiple Streaming Platforms
Quicksand,2019,18+,7.5,65,"Mystery, Comedy",1,Netflix
Love on the Spectrum,2019,All Ages,8.6,65,"Documentary, Reality",1,Netflix
Ned's Declassified School Survival Guide,2004,All Ages,7.3,65,"Children, Comedy",3,Unknown
Something in the Rain,2018,7+,8.1,65,"Drama, Romance",1,Netflix
Henry Danger,2014,All Ages,5.6,65,"Children, Comedy",12,Multiple Streaming Platforms
Vixen,2015,7+,7.1,65,"Animation, Action & Adventure",2,Free Services
House of Cards,1990,16+,8.5,65,"Drama, 1990",3,Free Services
"Harvey Birdman, Attorney at Law",2000,16+,8,65,"Animation, Comedy",5,Multiple Streaming Platforms
Man vs. Wild,2006,7+,8.1,65,"Documentary, Action & Adventure",7,Multiple Streaming Platforms
Toast of London,2013,16+,8.2,65,"Comedy, 2013",3,Netflix
Hello Ladies,2013,18+,7.4,65,"Comedy, 2013",1,Multiple Streaming Platforms
American Ninja Warrior,2009,7+,6.8,65,"Action & Adventure, Reality",12,Multiple Streaming Platforms
Instinct,2018,7+,6.6,65,"Drama, Thriller",2,CBS All Access
Cold Justice,2013,16+,8,65,"Crime, Reality",6,fuboTV
How It's Made,2001,All Ages,7.8,65,"Documentary, 2001",32,Multiple Streaming Platforms
Fate/stay night [Unlimited Blade Works],2014,16+,8,64,"Action & Adventure, Anime",2,Multiple Streaming Platforms
Prison School,2015,18+,7.6,64,"Animation, Comedy",1,Funimation
The Loudest Voice,2019,18+,7.9,64,"Drama, Biography",1,Multiple Streaming Platforms
Bitten,2014,16+,7,64,"Action & Adventure, Drama",3,Unknown
Jonathan Creek,1997,18+,8.1,64,"Crime, Drama",6,Multiple Streaming Platforms
Hightown,2020,18+,6.3,64,"Crime, Drama",1,Starz
Undeclared,2001,16+,7.9,64,"Comedy, 2001",1,Unknown
Comrade Detective,2017,18+,7.3,64,"Action & Adventure, Comedy",1,Prime Video
The Catch,2016,16+,7.2,64,"Crime, Drama",2,Unknown
Live PD,2016,16+,8.3,64,"Documentary, Crime",5,Multiple Streaming Platforms
The Twelve,2019,16+,7.5,64,"Drama, Thriller",1,Netflix
Black Earth Rising,2018,16+,7.4,64,"Drama, Crime",1,Netflix
Wire in the Blood,2002,18+,8.3,64,"Drama, Crime",6,Multiple Streaming Platforms
Huff,2004,18+,7.9,64,"Drama, Comedy",2,Free Services
Cranford,2007,7+,8.3,64,"Drama, 2007",2,BritBox
Inu x Boku Secret Service,2012,16+,7.1,64,"Animation, Comedy",1,Free Services
Big Time Rush,2009,All Ages,6.2,64,"Children, Comedy",4,Multiple Streaming Platforms
Batwoman,2019,16+,3.6,64,"Action & Adventure, Fantasy",2,Multiple Streaming Platforms
Made in Heaven,2019,18+,8.3,64,"Drama, Romance",1,Prime Video
Diagnosis,2019,18+,7.8,64,"Documentary, 2019",1,Netflix
The Adventures of Pete & Pete,1993,7+,8.2,64,"Comedy, Drama",3,Unknown
Hyouka,2012,7+,7.8,64,"Animation, Anime",1,Funimation
Liv and Maddie,2013,All Ages,6.3,64,"Children, Comedy",4,Multiple Streaming Platforms
Divorce,2016,16+,6.8,64,"Comedy, Drama",3,Multiple Streaming Platforms
Into the Dark,2018,18+,6.3,64,"Horror, Thriller",2,Hulu
Walking with Dinosaurs,1999,All Ages,8.5,64,"Documentary, Science-Fiction",2,Unknown
Girlboss,2017,18+,7,64,"Comedy, 2017",1,Netflix
Hannah Montana,2006,All Ages,5.1,64,"Children, Comedy",4,Disney+
The Royals,2015,16+,7.5,64,"Drama, 2015",4,Prime Video
Tosh.0,2009,16+,7.3,64,"Comedy, 2009",11,Multiple Streaming Platforms
Gunpowder,2017,18+,6.6,64,"Drama, History",1,Multiple Streaming Platforms
Banana,2015,16+,7.4,64,"Drama, LGBTQ",1,Unknown
Control Z,2020,18+,6.9,64,"Drama, 2020",1,Netflix
Lark Rise to Candleford,2008,7+,8.1,64,"Drama, Romance",4,Multiple Streaming Platforms
Rhythm + Flow,2019,18+,7.7,64,"Reality, 2019",1,Netflix
Kaiji,2007,16+,8.3,64,"Animation, Action & Adventure",2,Free Services
Greatest Events of World War II in Colour,2019,16+,8.7,64,"Documentary, History",1,Netflix
Africa,2013,All Ages,9,64,"Documentary, 2013",1,Unknown
Chopped,2009,All Ages,7.5,64,"Reality, Food",45,Multiple Streaming Platforms
Sons of Liberty,2015,16+,7.5,64,"Drama, History",1,Starz
The War,2008,16+,9,64,"Documentary, History",1,Free Services
Garfunkel and Oates,2014,18+,7.5,64,"Comedy, Stand-up & Talk",1,Prime Video
American Pickers,2010,7+,7,64,"Documentary, Reality",32,Multiple Streaming Platforms
K-Project,2012,18+,7.2,64,"Action & Adventure, Anime",2,Multiple Streaming Platforms
Bill Nye The Science Guy,1993,All Ages,8.2,64,"Children, Documentary",5,Unknown
American Experience,1988,7+,8.5,64,"Documentary, Biography",32,Multiple Streaming Platforms
The Familiar of Zero,2006,16+,7,64,"Action & Adventure, Anime",4,Multiple Streaming Platforms
Married at First Sight,2014,7+,6.2,64,"Reality, 2014",11,Multiple Streaming Platforms
Garfield and Friends,1988,7+,7.3,64,"Animation, Children",8,Multiple Streaming Platforms
Superjail!,2007,18+,7.7,64,"Animation, Comedy",4,Multiple Streaming Platforms
"The Mind, Explained",2019,16+,8,64,"Documentary, 2019",1,Netflix
The Animatrix,2003,16+,7.4,64,"Action & Adventure, Animation",1,Unknown
Cucumber,2015,18+,7.8,64,"Drama, LGBTQ",1,Unknown
The Carmichael Show,2015,7+,7.6,64,"Comedy, 2015",3,Hulu
Wolf's Rain,2004,16+,8,64,"Action & Adventure, Anime",1,Funimation
Transformers: Animated,2007,7+,6.5,64,"Action & Adventure, Animation",3,Free Services
The Tatami Galaxy,2010,16+,8.5,64,"Animation, Anime",1,Funimation
Slugterra,2012,7+,6.3,64,"Action & Adventure, Animation",5,Multiple Streaming Platforms
The 10th Kingdom,2000,7+,8.3,64,"Action & Adventure, Comedy",1,Multiple Streaming Platforms
TRON: Uprising,2012,7+,8.2,64,"Action & Adventure, Animation",1,Disney+
Sanford and Son,1972,7+,7.9,64,"Comedy, 1972",6,Starz
The Secret Life of the American Teenager,2008,16+,4.9,64,"Drama, Family",5,Multiple Streaming Platforms
Serial Experiments Lain,1998,18+,8.1,64,"Animation, Anime",1,Funimation
Songland,2019,7+,7.8,64,"Reality, Game Show",2,Multiple Streaming Platforms
Burning Love,2012,7+,8,64,"Comedy, Romance",3,Free Services
I'm Dying Up Here,2017,18+,7.4,64,"Drama, Stand-up & Talk",2,Multiple Streaming Platforms
Ghostwriter,1992,7+,7.8,64,"Family, Fantasy",3,Free Services
The Man from U.N.C.L.E.,1964,All Ages,7.7,64,"Action & Adventure, Drama",4,Unknown
Inside Amy Schumer,2013,18+,6,64,"Comedy, Stand-up & Talk",4,Multiple Streaming Platforms
Amazing Stories,2020,7+,6.2,64,"Action & Adventure, Drama",1,Apple TV+
The Young Ones,1982,16+,8.2,64,"Comedy, 1982",2,Unknown
The Wayans Bros.,1995,7+,7.2,64,"Comedy, 1995",5,Unknown
WHAT / IF,2019,18+,6.3,64,"Thriller, Drama",1,Netflix
The Ricky Gervais Show,2010,18+,8.3,64,"Animation, Comedy",3,Unknown
The Red Road,2014,16+,7.4,64,"Crime, Drama",2,Unknown
Charlie's Angels,1976,7+,6.5,64,"Action & Adventure, Crime",5,Free Services
The Real Ghostbusters,1986,7+,7.6,64,"Action & Adventure, Animation",7,Unknown
RuPaul's Drag Race: Untucked,2010,16+,7.8,64,"Reality, LGBTQ",9,Hulu
Find Me in Paris,2018,All Ages,7.2,64,"Comedy, Drama",3,Hulu
Family Tree,2013,18+,7.4,64,"Comedy, 2013",1,Multiple Streaming Platforms
"What's New, Scooby-Doo?",2002,7+,7.2,64,"Animation, Action & Adventure",3,Netflix
Ghosted,2017,7+,6.2,64,"Comedy, Crime",1,Multiple Streaming Platforms
Just Shoot Me!,1997,7+,6.8,64,"Comedy, 1997",7,Free Services
A Touch of Frost,1992,18+,7.8,64,"Crime, Drama",15,BritBox
The Mary Tyler Moore Show,1970,7+,8.1,64,"Comedy, 1970",7,Multiple Streaming Platforms
Common Law,2012,7+,7.9,64,"Comedy, Crime",1,Unknown
Full Metal Panic!,2002,16+,7.6,64,"Action & Adventure, Anime",4,Multiple Streaming Platforms
Star,2016,16+,6.7,64,"Drama, Musical",3,Multiple Streaming Platforms
Brickleberry,2012,18+,7.4,64,"Animation, Comedy",3,Hulu
Parade's End,2012,18+,7.6,64,"Drama, Action & Adventure",1,Multiple Streaming Platforms
"Dr. Quinn, Medicine Woman",1993,7+,6.7,64,"Drama, Family",6,Prime Video
Valhalla Murders,2019,18+,7.1,64,"Crime, Drama",1,Netflix
Isabel,2012,7+,8.3,64,"Drama, History",3,Prime Video
American Dragon: Jake Long,2005,All Ages,6.6,64,"Animation, Children",2,Unknown
The Suite Life on Deck,2008,All Ages,6.3,64,"Action & Adventure, Comedy",3,Disney+
Lab Rats,2012,7+,6.6,64,"Children, Comedy",4,Disney+
Les Misérables,2018,16+,7.8,64,"Drama, History",1,Unknown
Frisky Dingo,2006,18+,8.1,64,"Comedy, Animation",2,Free Services
October Faction,2020,18+,6.1,64,"Drama, Horror",1,Netflix
New Tricks,2003,16+,7.8,64,"Comedy, Crime",12,Hulu
Mad About You,1992,16+,6.6,64,"Comedy, Romance",8,Unknown
She's Gotta Have It,2017,18+,6.7,64,"Comedy, Drama",2,Netflix
DCI Banks,2011,18+,7.6,64,"Action & Adventure, Crime",5,Multiple Streaming Platforms
House of Anubis,2011,All Ages,7.4,64,"Science-Fiction, Fantasy",3,Unknown
DreamWorks Dragons,2012,7+,8,64,"Action & Adventure, Animation",8,Multiple Streaming Platforms
The Crossing,2018,7+,7.2,64,"Drama, Science-Fiction",1,Unknown
The Kids in the Hall,1989,16+,8.3,64,"Comedy, 1989",5,Unknown
The Practice,1997,16+,7.7,64,"Drama, Crime",8,Hulu
The Rifleman,1958,7+,8.3,64,"Action & Adventure, Family",5,Multiple Streaming Platforms
Horrible Histories,2009,7+,8.8,64,"Children, Comedy",8,Multiple Streaming Platforms
Wings,1990,7+,7.2,64,"Comedy, Drama",8,Multiple Streaming Platforms
Life Below Zero,2013,7+,8,64,"Reality, Documentary",14,Multiple Streaming Platforms
The Flash,1990,7+,7.2,64,"Action & Adventure, Crime",1,DC Universe
Below Deck,2013,16+,7.2,64,"Reality, Romance",7,Multiple Streaming Platforms
The Loud House,2016,7+,7.2,64,"Animation, Action & Adventure",4,Multiple Streaming Platforms
The Cosby Show,1984,All Ages,7.3,64,"Comedy, Family",8,Prime Video
The Enemy Within,2019,16+,7.1,64,"Drama, Crime",1,Unknown
Cells at Work!,2018,16+,7.6,64,"Comedy, Anime",1,Multiple Streaming Platforms
Bakuman,2010,16+,8,64,"Animation, Anime",3,Multiple Streaming Platforms
Grounded for Life,2001,16+,7.4,64,"Comedy, 2001",5,Multiple Streaming Platforms
Between Two Ferns with Zach Galifianakis,2008,16+,8.4,64,"Comedy, 2008",1,Multiple Streaming Platforms
Call My Agent,2015,7+,8.3,64,"Drama, Comedy",3,Netflix
Kung Fu,1972,7+,7.7,64,"Action & Adventure, Drama",3,Unknown
Hoops,2020,18+,6,64,"Animation, Comedy",1,Netflix
Beware the Batman,2013,7+,7.3,64,"Action & Adventure, Animation",1,HBO MAX
